
[00:00:00.000 --> 00:00:10.440]   I tell you what you do in that situation, when you're stuck in that situation, when you
[00:05:46.760 --> 00:05:54.040]   Tokyo and China the day. You know, they were born, they maybe, maybe they were even, maybe they're
[00:05:54.040 --> 00:06:03.680]   even, maybe they're even, maybe they're even bread or, or, what's the word when you, when you, when you,
[00:06:03.680 --> 00:06:10.120]   when you, when you, when you teach, when you teach someone and you, and you, and you groan, I mean, maybe they were
[00:06:10.120 --> 00:06:16.520]   groaned because they were all part of the Toxt of Riots. Maybe that was there, maybe that was their
[00:06:16.520 --> 00:06:22.360]   payoff for the Toxt of Riots. Maybe they, maybe they showed signs of ultra intelligence. They have
[00:06:22.360 --> 00:06:29.080]   connections, no curse, war and just documentary. I had connections in South America. He spoke, he spoke
[00:06:29.080 --> 00:06:36.120]   Colombian or, or, that is why I don't know what believe him or whatever. And he arranged these things, but
[00:06:36.120 --> 00:06:42.440]   they knew that, they knew that, they knew that, that, that, that, that, they knew that they could
[00:06:42.440 --> 00:06:52.280]   sail in a ship with leddingos and they could, they could, they could, um, push your fucking, a drill
[00:06:52.280 --> 00:06:58.240]   bit and then you, they lumped the drill bit, you know? So all they had to do was bury the
[00:06:58.240 --> 00:07:06.360]   coat deep enough, it's the leddingos, you know? And, um, they would never come out with powder on
[00:07:06.360 --> 00:07:12.640]   the tip because they knew, they knew what tools they had. Now look, you know, we were, the, doesn't
[00:07:12.640 --> 00:07:17.000]   have to be an outsider either. You know, you know, we know, we know the way institutions were, we know the
[00:07:17.000 --> 00:07:24.200]   way budgets were. Maybe there was a hacker, maybe there was a, a low level IT guy, a procurement, you know, guy
[00:07:24.200 --> 00:07:30.680]   who, you know, got paid a bit of money to, you know, to find out what, what, you know, there's, there's
[00:07:30.680 --> 00:07:38.240]   lots and lots and lots and lots of ways. You know how, how open, liquid, you know, how companies are
[00:07:38.240 --> 00:07:44.600]   on complex projects, you know, especially big, big organisations. I mean, if you, you know, you would
[00:07:44.600 --> 00:07:52.720]   take AI probably three years to go through a, a big project to be able to like, you know, kind of
[00:07:52.720 --> 00:07:58.560]   all of it. And, and, and work how every penny we've spent on every street when it was the right
[00:07:58.560 --> 00:08:04.240]   specification. This is the chaos, this is the chaos of construction is where I want nothing to do
[00:08:04.240 --> 00:08:11.040]   with it because I, I'd rather work on smaller projects, I'd work on smaller community projects that
[00:08:11.040 --> 00:08:23.360]   should do some, do some good. And, it's fucking tough, man. It's tough, but it's, it's, it's, it's, it's, it's, it's, it's getting
[00:08:23.360 --> 00:08:29.400]   worse, man, it's getting worse, it's getting worse, where kids think, they are something, but they haven't
[00:08:29.400 --> 00:08:33.000]   got that with, they haven't got that wisdom knowledge, they haven't got that Jedi, am I in
[00:08:33.000 --> 00:08:41.080]   trick, they haven't got the ability to look some in the eye and just turn around and say, why, why would you do this to yourself?
[00:08:41.080 --> 00:08:49.800]   For a watch, for a fucking pair of Nike's, you know, to bang that girl that you fancy for two years, you can
[00:08:49.800 --> 00:08:55.320]   probably still bang that girl for two years, because that girl's not interested in your Nike's, that girl's
[00:08:55.320 --> 00:09:02.400]   interested in you because you got some out of it, you know, but look, that takes a lifetime to learn, doesn't it?
[00:09:02.400 --> 00:09:10.880]   I've never been a, I've never been a classic, um, I was so obsessed with clothing when I was younger, because I couldn't afford it,
[00:09:10.880 --> 00:09:18.800]   but as soon as I got, as soon as I got my own money and I could go into a, into a clothes store and, and buy my own clothes, I
[00:09:18.800 --> 00:09:27.920]   wouldn't buy flashy shit, I, I, by clerks, I'd buy clerks' original sand boots, stuff like that. You know, I had a nice twist on them,
[00:09:27.920 --> 00:09:33.680]   they'd be nice, they'd be nice, a nice leather, a nice, nice, nice new, but leather, you know, nice, nice little
[00:09:33.680 --> 00:09:41.120]   patterns for them, probably 120, 140 euros, but I'll wear them every day, I have two or three pairs of shoes, you know,
[00:09:41.120 --> 00:09:47.440]   I have a nice pair of press pants, I have a good quality shirt, you know, two or three quality shirts,
[00:09:47.440 --> 00:09:54.320]   a couple of blue ones, a couple of white ones, and a couple of small blazers, you know, about 1000 years,
[00:09:54.320 --> 00:10:02.240]   but I don't remember getting anybody out, I was so embarrassed by my friends, just saying, oh, come on, we're, we're coming out to this nightclub in Carolina,
[00:10:02.240 --> 00:10:14.640]   I said, I'm going close to home, I said, I work for six days a week, so everything I wear, I fucking, everything I wear, I work,
[00:10:14.640 --> 00:10:25.760]   my whole life is work, you know, anyway, what a nice turn to you tonight, thank you, really chill, chill me out, but,
[00:10:25.760 --> 00:10:30.560]   I'm worried about that problem, I want to help that problem, but I don't want to make a problem worse,
[00:10:30.560 --> 00:10:37.600]   what's your reckon called, sometimes you just forget, forget about things you can't control, and control the things you can't control,
[00:10:37.600 --> 00:10:46.640]   I think that's probably the more of a story tonight, you know, what worries me is, is that when I was going up high of rage,
[00:10:46.640 --> 00:10:57.440]   I'd learned rage of people, you know, I know how to intimidate somebody, but that's not me, I don't want to be that person,
[00:10:57.440 --> 00:11:04.480]   and that's what's worrying me, that I'm scared, I'm on my own, I've got no need to protect me,
[00:11:04.480 --> 00:11:11.680]   and you know what, you know, being vulnerable is okay, man, because you attract the right kind of spirits here,
[00:11:11.680 --> 00:11:19.280]   you attract the right kind of guardians, man, that doesn't stop me from being any more fucking frightening,
[00:11:19.280 --> 00:11:24.080]   when your body's shaking and shimmering, when you think the next person walks around the corner,
[00:11:24.080 --> 00:11:30.320]   it's just going to stick a knife around your face, this is real reliable, but I'm telling you, there's not far off,
[00:11:30.320 --> 00:11:38.000]   people are driving up and down, there's 23 year olds driving up and down in 30, 40,000 pound cars, man,
[00:11:38.000 --> 00:11:49.440]   I pay three and a half grand insurance on a 1.1 high on die, right, legitimately, that's alright,
[00:11:49.440 --> 00:11:57.040]   something's fucked up, something's fucked up, and I don't really want to get to the bottom of it,
[00:11:57.040 --> 00:12:03.680]   it's that happy, if I ever get children, they can go to school now, and then I'm going to get bothered,
[00:12:03.680 --> 00:12:08.640]   if people load my friends' children don't get any bothers, they don't get dragged into it,
[00:12:08.640 --> 00:12:12.320]   if they want to play around with it, if they want to play with it like,
[00:12:12.320 --> 00:12:20.800]   see how they last, well, you know, when I grow up, I grow up with the old schoolman,
[00:12:21.760 --> 00:12:28.640]   pens and paper, you know, there was no computer shit, there was no phones, there was no tablets,
[00:12:28.640 --> 00:12:35.280]   there was phone boxes and pens and paper, and there was fucking codes, if you didn't know the code,
[00:12:35.280 --> 00:12:40.640]   you're a fucking, you know, you were fucked out, I was there, that's, it was the old school where
[00:12:40.640 --> 00:12:45.440]   doing things, you know, I was a bit young for that, but I was always part of the fucking career,
[00:12:45.440 --> 00:12:52.400]   I was only a state man, you're a state, you're a state, it's the next state, and my state
[00:12:52.400 --> 00:12:57.040]   was split between two states, so there was me against the other one, but I had to play football
[00:12:57.040 --> 00:13:03.520]   with them, I had to go to school with them, so 90% of the time we got, you know, sometimes that we didn't,
[00:13:03.520 --> 00:13:09.360]   but it was, this was childish stuff, this is, this is going on fucking steroids now,
[00:13:09.920 --> 00:13:16.800]   it's not crazy, and Andrew takes nothing to do with this, Andrew takes nothing to do with this,
[00:13:16.800 --> 00:13:23.760]   Andrew takes made money legitimately, you know, he's made money just as legitimately as,
[00:13:23.760 --> 00:13:32.400]   as you have known, he's made just as much money as legitimately from, you know, who's a fucking
[00:13:32.400 --> 00:13:39.040]   guy in London who, you know, used to do strip bars and things like that, people like going to
[00:13:39.040 --> 00:13:43.840]   strip bars, I've been to strip bars, I've spent five years going to strip bars, I went to America,
[00:13:43.840 --> 00:13:48.400]   we did about five to six strip bars, with women as well, you know, it was just a fun day out,
[00:13:48.400 --> 00:13:55.360]   you know, as long as the women aren't being abused and not being, you know, I kind of find it
[00:13:55.360 --> 00:14:01.600]   a bit tacky now, like it was a bit, it was like entertaining at first, but I don't, I don't see the,
[00:14:03.280 --> 00:14:13.920]   I don't see the appeal to it now, but, you know, I prefer, I prefer that kind of, you know,
[00:14:13.920 --> 00:14:21.600]   that love, that warmth, that bond, you know, which you get, you have to earn, you know,
[00:14:21.600 --> 00:14:27.680]   you have to earn, and it has to be right, the songs have to land open, but, you know, you know,
[00:14:27.680 --> 00:14:36.320]   those, man, fighting times, man.
[00:14:57.680 --> 00:15:07.680]   [BLANK_AUDIO]
